FastFood,Food,Price
Papa John's,Tropical Luau (Original),16
Papa John's,Tropical Luau (Original),18
Papa John's,Tropical Luau (Original),20
Papa John's,Tropical Luau (Thin),18
Papa John's,Hawaiian Chicken (Original),16
Papa John's,Hawaiian Chicken (Original),18
Papa John's,Hawaiian Chicken (Original),20
Papa John's,Hawaiian Chicken (Thin),18
Papa John's,Double Bacon 6 Cheese (Original),16
Papa John's,Double Bacon 6 Cheese (Original),18
Papa John's,Double Bacon 6 Cheese (Original),20
Papa John's,Double Bacon 6 Cheese (Thin),18
Papa John's,Grilled Chicken Club (Original),16
Papa John's,Grilled Chicken Club (Original),18
Papa John's,Grilled Chicken Club (Original),20
Papa John's,Grilled Chicken Club (Thin),18
Papa John's,Cheesy Chicken Cordon Bleu (Original),16
Papa John's,Cheesy Chicken Cordon Bleu (Original),18
Papa John's,Cheesy Chicken Cordon Bleu (Original),20
Papa John's,Cheesy Chicken Cordon Bleu (Thin),18
Papa John's,Garlic Knots,6
Papa John's,Breadsticks,6
Papa John's,Parmesan Breadsticks,6
Papa John's,6 Cheese Breadsticks,8
Papa John's,6 Cheese Breadsticks,9
Papa John's,Cheesesticks,7
Papa John's,Cheesesticks,8
Papa John's,Bacon Cheesesticks,8
Papa John's,Bacon Cheesesticks,9
Papa John's,Pepperoni Rolls,6
Papa John's,Chicken Poppers,5
Papa John's,Chicken Poppers,7
Papa John's,Chicken Poppers,14
Papa John's,Chicken Poppers,21
Papa John's,Chicken Poppers,28
Papa John's,Spicy Buffalo Wings,6
Papa John's,Spicy Buffalo Wings,7
Papa John's,Spicy Buffalo Wings,14
Papa John's,BBQ Wings,6
Papa John's,BBQ Wings,7
Papa John's,BBQ Wings,14
Papa John's,Honey Chipotle Wings,6
Papa John's,Honey Chipotle Wings,7
Papa John's,Honey Chipotle Wings,14
Papa John's,Unsauced Wings,6
Papa John's,Unsauced Wings,7
Papa John's,Unsauced Wings,14
Papa John's,Pepsi,1.8
Papa John's,Pepsi,2.9
Papa John's,Diet Pepsi,1.8
Papa John's,Diet Pepsi,2.9
Papa John's,Mountain Dew,1.8
Papa John's,Mountain Dew,2.9
Papa John's,Dr. Pepper,1.8
Papa John's,Dr. Pepper,2.9
Papa John's,Orange Crush,1.8
Papa John's,Orange Crush,2.9
Papa John's,Sierra Mist,1.8
Papa John's,Sierra Mist,2.9
Papa John's,Aquafina,1.8
Starbucks,Caffe Latte,2.95
Starbucks,Caffe Latte,3.65
Starbucks,Caffe Latte,4.15
Starbucks,Caffe Mocha,3.45
Starbucks,Caffe Mocha,4.15
Starbucks,Caffe Mocha,4.65
Starbucks,White Chocolate Mocha,3.75
Starbucks,White Chocolate Mocha,4.45
Starbucks,White Chocolate Mocha,4.75
Starbucks,Freshly Brewed Coffee,1.85
Starbucks,Freshly Brewed Coffee,2.1
Starbucks,Freshly Brewed Coffee,2.45
Starbucks,Cinnamon Dolce Latte,3.65
Starbucks,Cinnamon Dolce Latte,4.25
Starbucks,Cinnamon Dolce Latte,4.65
Starbucks,Skinny Vanilla Latte,3.45
Starbucks,Skinny Vanilla Latte,4.15
Starbucks,Skinny Vanilla Latte,4.65
Starbucks,Caramel Macchiato,3.75
Starbucks,Caramel Macchiato,4.45
Starbucks,Caramel Macchiato,4.75
Starbucks,Caramel Flan Latte,3.75
Starbucks,Caramel Flan Latte,4.55
Starbucks,Caramel Flan Latte,4.75
Starbucks,Teavana¨ Oprah Cinnamon Chai Tea Latte,3.65
Starbucks,Teavana¨ Oprah Cinnamon Chai Tea Latte,4.25
Starbucks,Teavana¨ Oprah Cinnamon Chai Tea Latte,4.65
Starbucks,Flat White,3.75
Starbucks,Skinny Peppermint Mocha,3.95
Starbucks,Skinny Peppermint Mocha,4.65
Starbucks,Skinny Peppermint Mocha,4.95
Starbucks,Pumpkin Spice Latte (Limited Time),4.25
Starbucks,Pumpkin Spice Latte (Limited Time),4.95
Starbucks,Pumpkin Spice Latte (Limited Time),5.25
Starbucks,Salted Caramel Mocha (Limited Time),4.25
Starbucks,Salted Caramel Mocha (Limited Time),4.95
Starbucks,Salted Caramel Mocha (Limited Time),5.25
Starbucks,Toasted Graham Latte (Limited Time),4.25
Starbucks,Toasted Graham Latte (Limited Time),4.95
Starbucks,Toasted Graham Latte (Limited Time),5.25
Starbucks,Iced Coffee (with or without Milk),2.25
Starbucks,Iced Coffee (with or without Milk),2.65
Starbucks,Iced Coffee (with or without Milk),2.95
Starbucks,Iced Coffee (with or without Milk),3.45
Starbucks,Caramel Frappuccino,3.75
Starbucks,Caramel Frappuccino,3.95
Starbucks,Caramel Frappuccino,4.45
Starbucks,Caramel Frappuccino,4.95
Starbucks,Mocha Frappuccino,3.75
Starbucks,Mocha Frappuccino,3.95
Starbucks,Mocha Frappuccino,4.45
Starbucks,Mocha Frappuccino,4.95
Starbucks,Strawberries & Creme Frappuccino,3.75
Starbucks,Strawberries & Creme Frappuccino,3.95
Starbucks,Strawberries & Creme Frappuccino,4.45
Starbucks,Strawberries & Creme Frappuccino,4.95
Starbucks,Coffee Frappuccino,2.95
Starbucks,Coffee Frappuccino,3.25
Starbucks,Coffee Frappuccino,3.95
Starbucks,Coffee Frappuccino,4.45
Starbucks,Vanilla Bean Crème Frappuccino,2.95
Starbucks,Vanilla Bean Crème Frappuccino,3.25
Starbucks,Vanilla Bean Crème Frappuccino,3.95
Starbucks,Vanilla Bean Crème Frappuccino,4.45
Starbucks,Iced Caramel Macchiato,3.75
Starbucks,Iced Caramel Macchiato,4.45
Starbucks,Iced Caramel Macchiato,4.95
Starbucks,Salted Caramel Mocha Frappuccino (Limited Time),4.25
Starbucks,Salted Caramel Mocha Frappuccino (Limited Time),4.95
Starbucks,Salted Caramel Mocha Frappuccino (Limited Time),5.25
Starbucks,Cool Lime or Very Berry Starbucks Refreshersª,2.95
Starbucks,Cool Lime or Very Berry Starbucks Refreshersª,3.45
Starbucks,Cool Lime or Very Berry Starbucks Refreshersª,3.95
Starbucks,Cool Lime or Very Berry Starbucks Refreshersª,4.45
Starbucks,Teavana¨ Shaken Iced Tea,1.75
Starbucks,Teavana¨ Shaken Iced Tea,2.25
Starbucks,Teavana¨ Shaken Iced Tea,2.65
Starbucks,Teavana¨ Shaken Iced Tea,2.95
Starbucks,Teavana¨ Shaken Iced Peach Green Tea Lemonade,2.75
Starbucks,Teavana¨ Shaken Iced Peach Green Tea Lemonade,3.25
Starbucks,Teavana¨ Shaken Iced Peach Green Tea Lemonade,3.75
Starbucks,Teavana¨ Shaken Iced Peach Green Tea Lemonade,4.25
Starbucks,Teavana¨ Shaken Iced Black Tea Lemonade,2.45
Starbucks,Teavana¨ Shaken Iced Black Tea Lemonade,2.95
Starbucks,Teavana¨ Shaken Iced Black Tea Lemonade,3.45
Starbucks,Teavana¨ Shaken Iced Black Tea Lemonade,3.95
Starbucks,Evolution Fresh,5.95
Starbucks,Ham & Cheese Savory Foldover,3.45
Starbucks,Wheat Spinach Savory Foldover,3.45
Starbucks,Pepperoni & Tomato Savory Foldover,3.45
Starbucks,Cheese Danish,2.45
Starbucks,Butter Croissant,2.45
Starbucks,Chocolate Croissant,2.75
Starbucks,Blueberry Scone,2.45
Starbucks,Banana Nut Bread,2.75
Starbucks,Iced Lemon Pound Cake,2.45
Starbucks,Morning Bun,2.45
Starbucks,Chocolate Chip Cookie,1.95
Starbucks,Double Chocolate Chunk Brownie,2.35
Starbucks,Pumpkin Scone (Limited Time),2.95
Starbucks,Pumpkin Cream Cheese Muffin (Limited Time),2.95
Starbucks,Washington Apple Pound Cake (Limited Time),2.95
Starbucks,Hearty Blueberry Oatmeal,3.45
Starbucks,Bacon & Gouda Breakfast Sandwich,3.75
Starbucks,Sausage & Cheddar Breakfast Sandwich,3.45
Starbucks,Spinach & Feta Breakfast Wrap,3.75
Starbucks,Reduced-Fat Turkey Bacon Breakfast Sandwich,3.75
Starbucks,Slow-Roasted Ham & Swiss on Croissant Bun,4.75
Starbucks,"Double-Smoked Bacon, Cheddar & Egg on Croissant Bun (Limited Time)",4.75
Starbucks,Protein Bistro Box,5.25
Starbucks,Cheese & Fruit Bistro Box,4.95
Starbucks,Omega-3 Bistro Box,5.95
Starbucks,PB&J on Wheat Bistro Box,5.25
Starbucks,Turkey Rustico Panini,6.45
Starbucks,Turkey Pesto Panini,6.45
Starbucks,Ham & Swiss Panini,5.95
Starbucks,Chicken Santa Fe Flatbread,5.95
Starbucks,Chicken BLT Salad Deli Sandwich,5.95
Starbucks,Roasted Tomato & Mozzarella Panini,5.55
Starbucks,Chicken Artichoke Panini (Limited Time),6.45
Starbucks,Old-Fashioned Grilled Cheese,5.25
Starbucks,Edamame Hummus Wrap (Limited Time),5.95
Starbucks,Thai-Style Peanut Chicken Wrap (Limited Time),5.95
Starbucks,Salted Caramel or Birthday Cake Pop,1.95
Starbucks,Salted Caramel or Birthday Cake Pop,3.5
Wendy's,Dave's Hot 'n Juicy 1/4 lb. Single with Cheese,4.19
Wendy's,Dave's Hot 'n Juicy 1/4 lb. Single with Cheese - Combo,6.19
Wendy's,Dave's Hot 'n Juicy 1/2 lb.. Double with Cheese,5.19
Wendy's,Dave's Hot 'n Juicy 1/2 lb.. Double with Cheese - Combo,7.19
Wendy's,Dave's Hot 'n Juicy 3/4 lb. Triple with Cheese,6.09
Wendy's,Dave's Hot 'n Juicy 3/4 lb. Triple with Cheese - Combo,8.09
Wendy's,Baconator,6.09
Wendy's,Baconator - Combo,8.09
Wendy's,Son of Baconator,4.69
Wendy's,Son of Baconator - Combo,6.69
Wendy's,Gouda Bacon Cheeseburger (Limited Time),4.99
Wendy's,Gouda Bacon Cheeseburger - Combo (Limited Time),6.99
Wendy's,Upgrade to Medium Combo,0.6
Wendy's,Upgrade to Large Combo,1.1
Wendy's,Spicy Chicken,4.69
Wendy's,Spicy Chicken - Combo,6.69
Wendy's,Homestyle Chicken,4.69
Wendy's,Homestyle Chicken - Combo,6.69
Wendy's,Asiago Ranch Chicken Club,5.49
Wendy's,Asiago Ranch Chicken Club - Combo,7.49
Wendy's,Ultimate Chicken Grill,4.69
Wendy's,Ultimate Chicken Grill - Combo,6.69
Wendy's,10 Pc. Chicken Nuggets - Combo,5.99
Wendy's,Upgrade to Medium Combo,0.6
Wendy's,Upgrade to Large Combo,1.1
Wendy's,Apple Pecan Chicken,4.69
Wendy's,Apple Pecan Chicken,6.69
Wendy's,Asian Cashew Chicken,4.69
Wendy's,Asian Cashew Chicken,6.69
Wendy's,BBQ Ranch Chicken,4.69
Wendy's,BBQ Ranch Chicken,6.69
Wendy's,Spicy Chicken Caesar,4.69
Wendy's,Spicy Chicken Caesar,6.69
Wendy's,Jr. Cheeseburger Deluxe,1.89
Wendy's,Jr. Bacon Cheeseburger,1.99
Wendy's,Double Stack,2.09
Wendy's,6 Pc. Regular or Spicy Chicken Nuggets,1.79
Wendy's,Chicken Go Wrap (Spicy or Grilled),1.79
Wendy's,Caesar or Garden Side Salad,1.49
Wendy's,Chili,2.09
Wendy's,Jr. Cheeseburger,0.99
Wendy's,Crispy Chicken Sandwich,0.99
Wendy's,4 Pc. Regular or Spicy Chicken Nuggets,0.99
Wendy's,Value Natural-Cut Fries,0.99
Wendy's,Value Soft Drink,0.99
Wendy's,Small Frosty,0.99
Wendy's,Bacon & Cheese Baked Potato,2.89
Wendy's,Broccoli & Cheese Baked Potato,2.89
Wendy's,Natural-Cut Fries,1.69
Wendy's,Natural-Cut Fries,1.99
Wendy's,Natural-Cut Fries,2.19
Wendy's,Cheese Fries,2.19
Wendy's,Bacon Fondue Fries (Limited Time),1.99
Wendy's,Sour Cream & Chives Baked Potato,2.79
Wendy's,Rich & Meaty Chili,2.09
Wendy's,Rich & Meaty Chili,2.79
Wendy's,Caesar Side Salad,1.49
Wendy's,Garden Side Salad,1.49
Wendy's,Family Size Chili,9.99
Wendy's,Meal (Limited Time),4
Wendy's,Soft Drink or Freshly Brewed Iced Tea,1.69
Wendy's,Soft Drink or Freshly Brewed Iced Tea,1.89
Wendy's,Soft Drink or Freshly Brewed Iced Tea,2.19
Wendy's,Nestle Bottled Water,1.59
Wendy's,Trumoo Milk 1% Low-Fat (White or Chocolate),1.29
Wendy's,Hot Coffee (Regular or Decaf),0.99
Wendy's,Hot Coffee (Regular or Decaf),1.49
Wendy's,"Iced Coffee (Vanilla, Caramel, Mocha, or Skinny Vanilla)",1.79
Wendy's,"Iced Coffee (Vanilla, Caramel, Mocha, or Skinny Vanilla)",2.49
Wendy's,Premium Hot Tea,0.99
Wendy's,Espresso Chip Bar,1.39
Wendy's,Oatmeal Bar,1.39
Wendy's,Sugar Cookie,1.39
Wendy's,Chocolate Chunk Cookie,1.39
Wendy's,Double Chocolate Chip Cookie,1.39
Wendy's,Classic Frosty (Chocolate or Vanilla),0.99
Wendy's,Classic Frosty (Chocolate or Vanilla),1.99
Wendy's,Classic Frosty (Chocolate or Vanilla),2.29
Wendy's,All-Natural Lemonade,1.99
Wendy's,All-Natural Lemonade,2.29
Wendy's,All-Natural Lemonade,2.69
Wendy's,Strawberry Lemonade,2.29
Wendy's,Strawberry Lemonade,2.69
Wendy's,Strawberry Lemonade,3.19
Wendy's,Honest Tropical Green Tea,1.99
Wendy's,Honest Tropical Green Tea,2.29
Wendy's,Honest Tropical Green Tea,2.69
Wendy's,Grilled Chicken Wrap,3.79
Wendy's,4 Pc. Chicken Nuggets,3.69
Wendy's,Cheeseburger,3.69
Wendy's,Hamburger,3.39
White Castle,The Original Slider,0.72
White Castle,The Original Slider,1.42
White Castle,Cheese Slider,0.9
White Castle,Cheese Slider,1.78
White Castle,Jalape–o Cheese Slider,0.94
White Castle,Jalape–o Cheese Slider,1.86
White Castle,Bacon Cheese Slider,1.24
White Castle,Bacon Cheese Slider,2.46
White Castle,Fish Slider,1.59
White Castle,Chicken Breast Slider,1.59
White Castle,Chicken Ring Slider,1.39
White Castle,Veggie Slider,0.99
White Castle,Chicken & Waffles Slider (Limited Time),2.69
White Castle,Bistro Turkey Slider (Limited Time),1.09
White Castle,Cranberry Turkey Slider (Limited Time),1.19
White Castle,Turkey Dinner Slider (Limited Time),1.59
White Castle,Bacon & Cheddar,1.79
White Castle,Bacon & Cheddar - Combo,6.19
White Castle,Savory Grilled Chicken,1.59
White Castle,Savory Grilled Chicken - Combo,5.79
White Castle,Western BBQ,1.79
White Castle,Western BBQ - Combo,6.19
White Castle,French Fries,1.59
White Castle,French Fries,1.89
White Castle,French Fries,2.69
White Castle,Onion Rings,1.89
White Castle,Onion Rings,2.79
White Castle,Onion Chips,1.89
White Castle,Onion Chips,2.29
White Castle,Onion Chips,2.79
White Castle,Chicken Rings,2.39
White Castle,Chicken Rings,3.49
White Castle,Chicken Rings,6.99
White Castle,Cheese Fries,1.99
White Castle,Loaded Fries,2.99
White Castle,Cheese Sticks,1.89
White Castle,Cheese Sticks,2.99
White Castle,Cheese Sticks,5.69
White Castle,Fish Nibblers,2.99
White Castle,Fish Nibblers,4.99
White Castle,Fish Nibblers,7.99
White Castle,Applesauce,0.99
White Castle,Sweet Potato Waffle Fries (Limited Time),1.69
White Castle,Sweet Potato Waffle Fries (Limited Time),1.99
White Castle,Sweet Potato Waffle Fries (Limited Time),2.79
White Castle,Soft Drink,1.59
White Castle,Soft Drink,1.89
White Castle,Soft Drink,1.99
White Castle,Iced Tea (Unsweetened or Southern Sweet),1.59
White Castle,Iced Tea (Unsweetened or Southern Sweet),1.89
White Castle,Iced Tea (Unsweetened or Southern Sweet),1.99
White Castle,Iced Tea (Unsweetened or Southern Sweet),3.99
White Castle,Shakes (Vanilla or Chocolate),2.59
White Castle,Shakes (Vanilla or Chocolate),2.99
White Castle,Shakes (Vanilla or Chocolate),3.99
White Castle,Coffee,0.99
White Castle,Coffee,1.19
White Castle,Coffee,1.29
White Castle,Coffee Box,8.99
White Castle,Hot Chocolate,1.19
White Castle,Milk or Chocolate Milk,0.99
White Castle,Orange Juice,1.39
White Castle,Apple Juice Box,0.99
White Castle,Water,1.39
White Castle,Vitamin Water or Powerade,1.99
White Castle,Minute Maid,2.39
White Castle,Hi-C Orange,3.99
White Castle,Cranberry Spritzer with Sprite (Limited Time),1.59
White Castle,Peach Fruit Smoothie (Limited Time),2.99
White Castle,Strawberry Banana Smoothie (Limited Time),2.99
White Castle,Fudge-Dipped Brownie,0.99
White Castle,Fudge-Dipped Cheesecake,0.99
White Castle,Gooey Butter Cake,0.99
White Castle,The Original Slider,5.49
White Castle,Double Cheese Slider,5.79
White Castle,Chicken Breast Slider,5.79
White Castle,Fish Slider,5.29
White Castle,6 pc. Chicken Rings,4.99
White Castle,Chicken Ring Slider,4.99
White Castle,"10 Original Sliders, 2 Small French Fries, and 2 Small Soft Drinks",12.29
White Castle,"20 Pc. Sack of Chicken Rings, 10 Original Sliders, and 1 Sack of French Fries",15.79
White Castle,"20 Original Sliders, and 4 Small French Fries",17.99
White Castle,Original Slider,2.59
White Castle,Cheese Slider,2.79
White Castle,Chicken Rings,3.09
White Castle,Grilled Chicken Slider,3.49
White Castle,One Breakfast Slider,3.59
White Castle,Two Breakfast Sliders,4.99
White Castle,One Breakfast Toast Sandwich,3.89
White Castle,Two Breakfast Toast Sandwiches,5.59
White Castle,One Belgian Waffle Slider,4.09
White Castle,The Original Slider with Egg & Cheese,1.59
White Castle,Breakfast Slider with Sausage & Cheese,1.39
White Castle,Breakfast Sliders with Egg & Cheese,1.39
White Castle,"Breakfast Sliders with Bacon, Egg & Cheese",1.59
White Castle,"Breakfast Sliders with Sausage, Egg & Cheese",1.59
White Castle,Breakfast Toast Sandwich with Egg & Cheese,1.79
White Castle,"Breakfast Toast Sandwich with Bacon, Egg & Cheese",1.89
White Castle,"Breakfast Toast Sandwich with Sausage, Egg & Cheese",1.89
White Castle,Belgian Waffle Slider with Sausage & Gravy (Limited Time),1.89
White Castle,"Belgian Waffle Slider with Bacon, Egg & Cheese (Limited Time)",2.09
White Castle,"Belgian Waffle Slider with Sausage, Egg & Cheese (Limited Time)",2.09
White Castle,Mini Belgian Waffles (Limited Time),1.69
White Castle,Strawberries & Cream Waffles (Limited Time),1.99
White Castle,Mini Donuts,0.39
White Castle,Mini Donuts,0.99
White Castle,Hash Brown Nibblers,1.19
White Castle,Hash Brown Nibblers,1.69
White Castle,Hash Brown Nibblers,2.99
White Castle,French Toast Sticks,1.59
White Castle,Maple & Brown Sugar Oatmeal,1.49
White Castle,Maple & Brown Sugar Oatmeal (No Topping),1.39
Subway,BLT,5.5
Subway,Big Philly Cheesesteak,8.95
Subway,Black Forest Ham,5.5
Subway,Chicken & Bacon Ranch Melt,7.75
Subway,Chipotle Chicken Melt with Guacamole,8.25
Subway,Cold Cut Combo,5.5
Subway,Italian B.M.T.,6.75
Subway,Meatball Marinara,5.5
Subway,Oven Roasted Chicken,6.75
Subway,Pizza Sub with Cheese,5.5
Subway,Roast Beef,7.75
Subway,Spicy Italian,5.5
Subway,Steak & Cheese,7.75
Subway,Subway Club,7.75
Subway,Subway Seafood Sensation,7
Subway,Sweet Onion Chicken Teriyaki,7.75
Subway,Tuna,6.75
Subway,Turkey Breast,6.75
Subway,Turkey Breast & Black Forest Ham,6.75
Subway,Turkey Italiano Melt,6.75
Subway,Veggie Delite,5.5
Subway,Veggie Patty,6.75
Subway,Make It A Meal - 21 oz. Fountain Drink & Side,2.5
Subway,BLT,3.75
Subway,Big Philly Cheesesteak,5.5
Subway,Black Forest Ham,3.75
Subway,Chicken & Bacon Ranch Melt,4.75
Subway,Chipotle Chicken Melt with Guacamole,5
Subway,Cold Cut Combo,3.75
Subway,Italian B.M.T.,4.25
Subway,Meatball Marinara,3.75
Subway,Oven Roasted Chicken,4.25
Subway,Pizza Sub with Cheese,3.75
Subway,Roast Beef,4.75
Subway,Spicy Italian,3.75
Subway,Steak & Cheese,4.75
Subway,Subway Club,4.75
Subway,Subway Seafood Sensation,4.5
Subway,Sweet Onion Chicken Teriyaki,4.75
Subway,Tuna,4.25
Subway,Turkey Breast,4.25
Subway,Turkey Breast & Black Forest Ham,4.25
Subway,Turkey Italiano Melt,4.25
Subway,Veggie Delite,3.75
Subway,Veggie Patty,4.5
Subway,Make It A Meal - 21 oz. Fountain Drink & Side,2.5
Subway,BLT,6
Subway,Big Philly Cheesesteak,7.5
Subway,Black Forest Ham,6
Subway,Chicken & Bacon Ranch Melt,6
Subway,Chipotle Chicken with Guacamole,7.5
Subway,Cold Cut Combo,6
Subway,Double Chicken,7.5
Subway,Italian B.M.T.,6
Subway,Meatball Marinara,6
Subway,Oven Roasted Chicken,6
Subway,Pizza Sub with Cheese,6
Subway,Roast Beef,6
Subway,Spicy Italian,6
Subway,Steak & Cheese,6
Subway,Subway Club,6
Subway,Subway Seafood Sensation,6
Subway,Sweet Onion Chicken Teriyaki,6
Subway,Tuna,6
Subway,Turkey Breast,6
Subway,Turkey Breast & Black Forest Ham,6
Subway,Turkey Italiano,6
Subway,Veggie Delite,5
Subway,Veggie Patty,6
Subway,Apple Slices,1.5
Subway,Chips,1.1
Subway,Cookie,0.65
Subway,Cookies,1.7
Subway,Cookies,6
Subway,Coffee,1.6
Subway,Coffee,1.8
Subway,Fountain Soft Drink,1.6
Subway,Fountain Soft Drink,1.8
Subway,Fountain Soft Drink,2
Subway,1% Milk,1.6
Subway,Dasani Water,1.8
Subway,Minute Maid Juice,1.8
Subway,Kids Meal,4.5
Subway,"Bacon, Egg & Cheese",4
Subway,"Bacon, Egg & Cheese",5.5
Subway,"Black Forrest Ham, Egg & Cheese",4
Subway,"Black Forrest Ham, Egg & Cheese",5.5
Subway,Egg & Cheese Omelet,4
Subway,Egg & Cheese Omelet,5.5
Subway,"Steak, Egg & Cheese",4
Subway,"Steak, Egg & Cheese",5.5
Subway,Add Avocado,0.75
Subway,Add Avocado,1.5
Subway,Hash Browns,1.1
Subway,Cheese or Veggie Pizza,5.5
Subway,Add Extra Cheese,0.5
Subway,Add Bacon,0.5
Subway,Add Pepperoni,0.5
Subway,Beef Chili with Beans,2.5
Subway,Black Bean,2.5
Subway,Broccoli Cheddar,2.5
Subway,Creamy Chicken & Dumplings,2.5
Subway,Homestyle Chicken Noodle,2.5
Subway,Loaded Baked Potato with Bacon,2.5
Subway,Poblano Corn Chowder,2.5
Subway,Tomato Basil,2.5
